exmp_name,sex,lab,strain,value,eslim_id,parameter_name
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.026826923,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.007007874,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.013284672,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014401408,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014583333,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.008059701,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014947735,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.015387324,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.008955224,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.013675889,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.016166134,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.007449664,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.013082437,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.006756757,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.016052632,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.006666667,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.016579926,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014206642,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.018429487,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.01548951,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.017922535,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.011170569,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.006888889,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.008020478,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.013820225,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.012682119,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.017419355,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.015214008,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.017852564,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.015361217,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.017581699,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.017091633,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.006985294,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.016830986,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.008513932,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.012324723,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.011102662,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.006186441,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.011140065,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.013738318,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.008892857,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.015497238,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.018376623,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.007490637,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.018492308,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.019119718,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.006333333,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.019259259,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.016605505,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.016793103,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.012857143,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.011570881,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.011604938,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.0125,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.013463203,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.0116,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.008055556,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.012217742,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.01385906,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.010185874,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Elk4,0.006680498,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Tnfaip1,0.016029412,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Tnfaip1,0.020740741,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Tnfaip1,0.007222222,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Tnfaip1,0.0146,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Tnfaip1,0.016212121,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Tnfaip1,0.018181818,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Tnfaip1,0.020114504,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Arhgef4,0.00988806,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Arhgef4,0.008215613,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Arhgef4,0.008832685,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Arhgef4,0.013221477,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Arhgef4,0.007666667,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Arhgef4,0.009015152,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,Arhgef4,0.014240506,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.012851711,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.011914894,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014207317,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014431818,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.007118644,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.015949367,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.017168459,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.013598485,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014368231,ESLIM_005_001_701,BMC/Body weight
HMGU ; male ; BMC/Body weight,male,HMGU,baseline,0.014274809,ESLIM_005_001_701,BMC/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.520454844342907,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.602310714664782,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.580850442024451,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.411956776858932,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.401333819905574,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.529094714583315,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.452322662487742,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.556596071671369,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.420790743719488,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.50288353721314,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.502528022104241,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.470098314185448,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.472397152827999,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.492706935205909,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.516856286601992,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.491481497108487,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.407498511653724,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.509441560927257,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.498139937166254,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.488141100502713,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.465525598651675,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.44649102230616,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.460950413819101,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.498167502954579,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.445683632187676,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.509302307082935,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.479857511142631,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.45288245715638,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.480732526463521,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.515160673964929,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.412731218833759,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.570389246918278,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.345406944052953,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.512806806702095,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.496053022367569,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.421171347553463,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.543323695415541,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.509439792320938,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.410880329293092,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.504845707122483,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.498762436436426,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.518571777095514,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.449978742831259,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.47945709818502,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.510869169161734,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.526488349348777,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.415555052911164,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.416915537009596,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.466254980670448,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.507588085951591,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.518138331915329,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.4860872257116,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.545317518515589,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.451559014969251,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.497484706297591,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.477489218726455,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.516916544521454,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.539067573686268,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.497633680532176,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.556083139467472,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.537069068183972,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.490801163405304,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.536228681627531,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.506958213268115,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.564216031321337,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.608767996037899,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.545394352739373,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.5626029328043,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.496865341918713,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.575616320998632,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.568859080089261,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.561317514424768,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.513803014782903,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.566920706977616,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.50594103016063,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.488661646745476,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.529466532464518,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.493147246773213,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.539285777672655,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.577859297753355,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.465079422249577,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.482876242944297,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.437349730764751,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.453497810358551,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.481915145020366,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.361709090292185,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.353642730732586,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.451069608818861,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.349207353874457,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.436398566679589,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.52894803430961,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.532154788571897,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.394255452720695,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.484077766479726,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.520231611880708,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.452912512523114,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.453827147711549,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.392758693092846,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.423359641439757,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.449844185246403,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.485444411853716,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.482749478508263,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.390687652735532,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.494260883542285,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.49323039646802,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.519692956465642,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.459230667529946,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.48645251977968,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.47085377029392,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.430731725091152,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.484547346499803,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.466832706651965,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.51412113650384,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.457700308061946,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.562883913431535,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.458912501464059,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.465797253104825,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.51507489455418,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.385427999761304,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.534661877264501,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.425583155211763,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.495735624098168,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.475239530131912,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.463218303826608,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.466668271902001,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.49606525276419,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.353170505563531,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.465430444857231,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.514036116435412,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.503234348986633,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.483403798081893,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.502445001965389,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.486906167551819,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.450155710837928,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.500642663983005,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.520314599064835,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.502404104282598,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.485293170155938,ESLIM_005_001_703,Fat/Body weight
