C57BL/6J,4.2875
C57BL/6J,4.92
C57BL/6J,4.3175
C57BL/6J,3.1725
C57BL/6J,4.38
C57BL/6J,4.035
C57BL/6J,4.5825
C57BL/6J,4.5425
C57BL/6J,3.37
C57BL/6J,4.14
C57BL/6J,3.1125
C57BL/6J,4.0575
C57BL/6J,4.78
C57BL/6J,2.255
C57BL/6J,4.2925
C57BL/6J,5.09
C57BL/6J,3.5775
C57BL/6J,4.8175
C57BL/6J,5.4825
C57BL/6J,3.7225
C57BL/6J,4.325
C57BL/6J,5.11
C57BL/6J,3.445
C57BL/6J,4.16
C57BL/6J,4.3875
C57BL/6J,3.2425
C57BL/6J,3.81
C57BL/6J,4.46
C57BL/6J,4.6675
C57BL/6J,4.9275
C57BL/6J,4.4675
C57BL/6J,4.47
C57BL/6J,5.165
C57BL/6J,5.035
C57BL/6J,4.785
C57BL/6J,4.195
C57BL/6J,4.5525
C57BL/6J,4.36
C57BL/6J,5.9625
C57BL/6J,5.23
C57BL/6J,5.495
C57BL/6J,4.76
C57BL/6J,5.3875
C57BL/6J,5.025
C57BL/6J,4.6325
C57BL/6J,4.735
C57BL/6J,4.525
C57BL/6J,5.075
C57BL/6J,3.71
C57BL/6J,5.0225
C57BL/6J,4.78
C57BL/6J,5.0225
C57BL/6J,4.395
C57BL/6J,4.0775
C57BL/6J,5.15
C57BL/6J,3.525
C57BL/6J,4.0225
C57BL/6J,4.9225
C57BL/6J,4.8233333
C57BL/6J,5.1125
C57BL/6J,4.54
C57BL/6J,5.3075
C57BL/6J,3.285
C57BL/6J,5.3825
C57BL/6J,5.7075
C57BL/6J,3.58
C57BL/6J,5.315
C57BL/6J,5.4375
C57BL/6J,3.9725
C57BL/6J,5.33
C57BL/6J,4.7975
C57BL/6J,3.53
C57BL/6J,4.74
C57BL/6J,6.1975
C57BL/6J,3.7875
C57BL/6J,4.145
C57BL/6J,4.59
C57BL/6J,3.8775
C57BL/6J,4.2625
C57BL/6J,3.9125
C57BL/6J,4.0225
C57BL/6J,3.94
C57BL/6J,4.7675
C57BL/6J,4.1075
C57BL/6J,5.1375
C57BL/6J,3.6075
C57BL/6J,5.405
C57BL/6J,3.4025
C57BL/6J,3.8675
C57BL/6J,4.1125
C57BL/6J,4.6275
C57BL/6J,3.4575
C57BL/6J,4.935
C57BL/6J,3.7475
C57BL/6J,5.3925
C57BL/6J,4.3525
C57BL/6J,4.6625
C57BL/6J,4.245
C57BL/6J,4.3825
C57BL/6J,3.7575
C57BL/6J,3.8075
C57BL/6J,3.92
C57BL/6J,4.02
C57BL/6J,3.33
C57BL/6J,4.985
C57BL/6J,4.4975
C57BL/6J,3.7775
C57BL/6J,4.175
C57BL/6J,4.2525
C57BL/6J,4.6
C57BL/6J,4.235
C57BL/6J,5.03
C57BL/6J,3.7475
C57BL/6J,3.555
C57BL/6J,4.09
C57BL/6J,4.47
C57BL/6J,3.505
C57BL/6J,3.72
C57BL/6J,3.935
C57BL/6J,4.2375
C57BL/6J,4.27
C57BL/6J,3.5625
C57BL/6J,3.8
C57BL/6J,4.445
C57BL/6J,4.065
C57BL/6J,4.7975
C57BL/6J,3.8675
C57BL/6J,4.385
C57BL/6J,4.145
C57BL/6J,3.79
C57BL/6J,4.255
C57BL/6J,4.69
C57BL/6J,3.1825
C57BL/6J,3.8025
C57BL/6J,3.4825
C57BL/6J,4.42
C57BL/6J,4.51
C57BL/6J,4.185
C57BL/6J,3.335
C57BL/6J,3.2575
C57BL/6J,3.9075
C57BL/6J,4.4475
C57BL/6J,4.1075
C57BL/6J,4.565
C57BL/6J,3.96
C57BL/6J,3.435
C57BL/6J,4.435
C57BL/6J,4.92
C57BL/6J,3.8825
C57BL/6J,4.1325
C57BL/6J,5.7625
C57BL/6J,4.775
C57BL/6J,4.4275
C57BL/6J,6.5375
C57BL/6J,5.1775
C57BL/6J,4.5725
C57BL/6J,4.97
C57BL/6J,5.55
C57BL/6J,3.59
C57BL/6J,3.38
C57BL/6J,4.885
C57BL/6J,4.0075
C57BL/6J,3.7325
C57BL/6J,3.5675
C57BL/6J,4.6125
C57BL/6J,3.8725
C57BL/6J,3.9725
C57BL/6J,4.4475
C57BL/6J,4.4675
C57BL/6J,4.9225
C57BL/6J,4.58
C57BL/6J,4.24
C57BL/6J,4.945
C57BL/6J,4.06
C57BL/6J,6.675
C57BL/6J,3.7
C57BL/6J,4.4875
C57BL/6J,3.8275
C57BL/6J,3.54
C57BL/6J,4.365
C57BL/6J,3.485
C57BL/6J,4.31
C57BL/6J,4.0525
C57BL/6J,4.33
C57BL/6J,3.72
C57BL/6J,3.6975
C57BL/6J,3.545
C57BL/6J,4.2925
C57BL/6J,4.2
C57BL/6J,4.2625
C57BL/6J,4.125
C57BL/6J,4.8225
C57BL/6J,4.0525
C57BL/6J,4.2975
C57BL/6J,5.22
C57BL/6J,4.1725
C57BL/6J,3.8475
C57BL/6J,4.96
C57BL/6J,4.0525
C57BL/6J,3.485
C57BL/6J,3.2125
C57BL/6J,4.8775
C57BL/6J,3.87
C57BL/6J,4.98
C57BL/6J,4.5325
C57BL/6J,4.1325
C57BL/6J,3.865
C57BL/6J,5.06
C57BL/6J,4.555
C57BL/6J,3.705
C57BL/6J,4.1575
C57BL/6J,3.755
C57BL/6J,4.2
C57BL/6J,4.2975
C57BL/6J,2.9975
C57BL/6J,3.2925
C57BL/6J,2.8525
C57BL/6J,3.335
C57BL/6J,3.1875
C57BL/6J,2.8925
C57BL/6J,2.56
C57BL/6J,3.705
C57BL/6J,3.6625
C57BL/6J,4.9725
C57BL/6J,4.71
C57BL/6J,3.9125
C57BL/6J,3.54
C57BL/6J,3.4275
C57BL/6J,4.0075
C57BL/6J,3.2975
C57BL/6J,3.535
C57BL/6J,4.2475
C57BL/6J,4.085
C57BL/6J,4.0775
C57BL/6J,4.185
C57BL/6J,3.41
C57BL/6J,4.1025
C57BL/6J,4.05
C57BL/6J,4.055
C57BL/6J,3.49
C57BL/6J,3.555
C57BL/6J,4.5825
C57BL/6J,3.8125
C57BL/6J,3.9775
C57BL/6J,4.39
C57BL/6J,3.365
C57BL/6J,4.18
C57BL/6J,4.785
C57BL/6J,4.1675
C57BL/6J,4.095
C57BL/6J,4.25
C57BL/6J,4.9
C57BL/6J,4.515
C57BL/6J,4.9325
C57BL/6J,4.535
C57BL/6J,4.4025
C57BL/6J,3.96
C57BL/6J,4.2425
C57BL/6J,3.9775
C57BL/6J,5.49
C57BL/6J,5.9025
C57BL/6J,5.43
C57BL/6J,4.6875
C57BL/6J,4.8
C57BL/6J,4.3525
C57BL/6J,3.795
C57BL/6J,5.3625
C57BL/6J,4.62
C57BL/6J,5.7775
C57BL/6J,4.295
C57BL/6J,4.3575
C57BL/6J,6.5325
C57BL/6J,4.3125
C57BL/6J,5.6175
C57BL/6J,5.8225
C57BL/6J,5.7025
C57BL/6J,5.4425
C57BL/6J,4.3125
C57BL/6J,3.685
C57BL/6J,4.6275
C57BL/6J,3.925
C57BL/6J,4.81
C57BL/6J,4.925
C57BL/6J,4.8075
C57BL/6J,4.5375
C57BL/6J,4.4475
C57BL/6J,3.8275
C57BL/6J,4.1575
C57BL/6J,4.6
C57BL/6J,4.725
C57BL/6J,4.085
C57BL/6J,4.405
C57BL/6J,3.675
C57BL/6J,3.465
C57BL/6J,3.7325
C57BL/6J,4.5225
C57BL/6J,4.1625
C57BL/6J,4.43
C57BL/6J,4.51
C57BL/6J,4.34
C57BL/6J,4.615
C57BL/6J,4.42
C57BL/6J,4.84
C57BL/6J,4.1425
C57BL/6J,3.2425
C57BL/6J,4.175
C57BL/6J,3.8325
C57BL/6J,4.65
C57BL/6J,4.8025
C57BL/6J,4.555
C57BL/6J,4.1575
Tnfaip1,3.6625
Tnfaip1,3.185
Tnfaip1,3.45
Tnfaip1,3.0375
Tnfaip1,3.44
Tnfaip1,3.1575
Tnfaip1,4.545
Tnfaip1,2.6075
Tnfaip1,1.9175
Slc38a10,4.615
Slc38a10,4.305
Slc38a10,4.3425
Slc38a10,4.245
Slc38a10,4.5375
Slc38a10,3.825
Slc38a10,4.0825
Slc38a10,5.075
Slc38a10,4.605
Slc38a10,4.0925
Slc38a10,4.085
Slc38a10,3.635
Slc38a10,4.1
Slc38a10,3.6625
Slc38a10,3.4225
Slc38a10,3.7
Slc38a10,4.8625
Slc38a10,3.59
Slc38a10,4.54
Setmar,4.88
Setmar,4.7325
Setmar,4.6625
Setmar,5.015
Setmar,4.9125
Setmar,4.1325
Setmar,5.79
Setmar,4.4625
Setmar,4.7125
Setmar,5.4975
Setmar,5.8875
Setmar,5.41
Setmar,5.3725
